Date,Open,High,Low,Close,Adj Close,Volume
2017-07-12,2403.090088,2436.659912,2334.959961,2362.439941,2362.439941,208630220
2017-07-13,2362.439941,2370.530029,2165.360107,2234.169922,2234.169922,257704533
2017-07-14,2234.169922,2237.129883,1974.030029,1975.079956,1975.079956,320719096
2017-07-15,1975.079956,2044.410034,1808.989990,1914.089966,1914.089966,364287861
2017-07-16,1914.089966,2233.830078,1913.790039,2233.389893,2233.389893,368366495
2017-07-17,2233.389893,2400.739990,2164.590088,2320.229980,2320.229980,465220151
2017-07-18,2320.229980,2412.379883,2243.129883,2282.580078,2282.580078,357639189
2017-07-19,2282.580078,2932.810059,2282.110107,2866.020020,2866.020020,807416890
2017-07-20,2866.020020,2873.959961,2622.540039,2675.080078,2675.080078,529154789
2017-07-21,2675.080078,2876.709961,2658.590088,2836.530029,2836.530029,341992860
2017-07-22,2836.530029,2856.669922,2675.649902,2756.610107,2756.610107,299869260
2017-07-23,2756.610107,2798.889893,2715.689941,2763.419922,2763.419922,229047365
2017-07-24,2763.419922,2779.080078,2472.620117,2582.580078,2582.580078,534765380
2017-07-25,2582.580078,2631.729980,2441.540039,2559.209961,2559.209961,340465234
2017-07-26,2559.209961,2712.919922,2547.739990,2691.879883,2691.879883,269880857
2017-07-27,2691.879883,2843.780029,2683.590088,2806.750000,2806.750000,383479795
2017-07-28,2806.750000,2812.129883,2699.419922,2733.500000,2733.500000,230818894
2017-07-29,2733.500000,2773.060059,2621.679932,2766.489990,2766.489990,222933516
2017-07-30,2766.489990,2916.300049,2723.050049,2883.270020,2883.270020,254836601
2017-07-31,2883.270020,2946.020020,2659.620117,2746.989990,2746.989990,341216428
2017-08-01,2746.989990,2773.800049,2668.870117,2720.530029,2720.530029,222534344
2017-08-02,2720.530029,2822.879883,2717.620117,2809.989990,2809.989990,188517085
2017-08-03,2809.989990,2892.669922,2779.510010,2878.489990,2878.489990,195800289
2017-08-04,2878.489990,3344.010010,2875.909912,3262.800049,3262.800049,503737620
2017-08-05,3262.800049,3295.070068,3166.520020,3232.030029,3232.030029,196484496
2017-08-06,3232.030029,3425.129883,3198.510010,3401.909912,3401.909912,294021645
2017-08-07,3401.909912,3494.870117,3357.149902,3429.379883,3429.379883,366169429
2017-08-08,3429.379883,3437.149902,3251.030029,3348.790039,3348.790039,324058681
2017-08-09,3348.790039,3453.840088,3322.919922,3425.669922,3425.669922,242024460
2017-08-10,3425.669922,3706.479980,3409.790039,3654.370117,3654.370117,345135492
2017-08-11,3654.370117,3967.260010,3611.360107,3871.620117,3871.620117,469532325
2017-08-12,3871.620117,4189.419922,3847.310059,4062.600098,4062.600098,638917500
2017-08-13,4062.600098,4336.709961,3978.949951,4327.939941,4327.939941,540927757
2017-08-14,4327.939941,4436.479980,3837.129883,4161.660156,4161.660156,872840682
2017-08-15,4161.660156,4398.060059,3938.620117,4387.399902,4387.399902,472960334
2017-08-16,4387.399902,4487.500000,4194.100098,4278.919922,4278.919922,554232802
2017-08-17,4278.919922,4362.729980,3978.280029,4105.370117,4105.370117,603898315
2017-08-18,4105.370117,4189.680176,3957.459961,4150.450195,4150.450195,462723151
2017-08-19,4150.450195,4182.290039,4034.399902,4066.600098,4066.600098,288193446
2017-08-20,4066.600098,4097.250000,3966.929932,4005.100098,4005.100098,365174045
2017-08-21,4005.100098,4142.680176,3612.209961,4089.699951,4089.699951,659657838
2017-08-22,4089.699951,4255.620117,4070.489990,4141.089844,4141.089844,402340258
2017-08-23,4141.089844,4364.109863,4111.709961,4318.350098,4318.350098,305373477
2017-08-24,4318.350098,4461.709961,4292.629883,4364.410156,4364.410156,362283252
2017-08-25,4364.410156,4379.279785,4263.279785,4352.299805,4352.299805,199403922
2017-08-26,4352.299805,4408.180176,4321.120117,4345.750000,4345.750000,185180843
2017-08-27,4345.750000,4403.129883,4195.229980,4390.310059,4390.310059,325285703
2017-08-28,4390.310059,4647.830078,4350.220215,4597.310059,4597.310059,455467850
2017-08-29,4597.310059,4644.060059,4491.790039,4583.020020,4583.020020,313466398
2017-08-30,4583.020020,4765.069824,4580.129883,4735.109863,4735.109863,338981145
2017-08-31,4735.109863,4925.229980,4690.169922,4921.850098,4921.850098,491140364
2017-09-01,4921.850098,4976.520020,4448.640137,4573.799805,4573.799805,747713818
